şikayet_metni,kategori
"Sahil şeridindeki barların müzik sesi deniz yoluyla yayılıyor.",gürültü
"Kargo şirketinin gece yük boşaltma işlemleri gürültü yapıyor.",gürültü
"Kaldırım kazı makinesinin çalışma sesi tüm mahalleyi uyandırıyor.",gürültü
"Kuaför dükkanının müzik sesi komşu apartmana kadar geliyor.",gürültü
"Hastanenin helikopter pisti yakınında yaşıyoruz, sürekli pervane sesi var.",gürültü
"Çocuk parkındaki kaydırak metalik ses çıkarıyor.",gürültü
"Market kasasının fiş yazıcısı sürekli bip sesi çıkarıyor.",gürültü
"Kafe mutfağının davlumbaz fanı arızalı, sürekli gürültü yapıyor.",gürültü
"İnşaat alanındaki kompresör sesi ofis ortamında çalışmayı engelliyor.",gürültü
"Mahalle bakkalının buzdolabı motoru gece boyu çalışıyor.",gürültü
"Kreşin bahçe oyun saatlerindeki çığlıklar komşuları rahatsız ediyor.",gürültü
"Cami hoparlöründen yapılan duyurular çok yüksek sesle.",gürültü
"Otopark kapısının uzaktan kumandalı açılma sesi sürekli duyuluyor.",gürültü
"Kafe terasındaki kahve değirmeni sesi sabah erken saatte başlıyor.",gürültü
"Kaldırım yıkama makinesi sabah 05:00'te çalışmaya başlıyor.",gürültü
"Köpek eğitim alanından sürekli havlamalar geliyor.",gürültü
"İnşaat alanındaki beton mikseri sabah 06:00'da çalışmaya başlıyor.",gürültü
"Site içindeki çocuk oyun parkı akşam geç saatlere kadar kullanılıyor.",gürültü
"Mahallemizdeki yağmur suyu kanalları tıkanmış durumda, her yağmurda yollar göle dönüyor.",altyapı
"Ana caddede kanalizasyon kapağı yerinden çıkmış, araçlar için tehlike arz ediyor.",altyapı
"Sokak aralarındaki logarlar temizlenmediği için kötü kokular geliyor.",altyapı
"Yeni yapılan kaldırım taşları düzgün yerleştirilmemiş, yürürken düşme tehlikesi var.",altyapı
"Yağmur sonrası evimizin önünde su birikiyor, su tahliye sistemi yetersiz.",altyapı
"Sokak lambalarının direkleri eğilmiş, devrilme riski taşıyor.",altyapı
"Şehrin birçok yerinde kaldırım rampaları engellilere uygun değil.",altyapı
"Su şebekesi sık sık arıza yapıyor, mahallede sürekli su kesintisi yaşanıyor.",altyapı
"Doğalgaz çalışması sonrası asfalt onarımı yapılmadı, yol çukurlarla dolu.",altyapı
"Elektrik kabloları açıkta, çocuklar için tehlikeli bir durum oluşmuş.",altyapı
"Bazı sokak lambaları sürekli yanıp sönüyor, elektrik arızası var.",altyapı
"Alt geçitlerin zemin kaplaması aşınmış, kaygan zemin kazalara yol açıyor.",altyapı
"Mahallemizde hala fiber altyapısı yok, internet erişimi çok zayıf.",altyapı
"Yağmurda yolda biriken su evlerin bodrum katlarına sızıyor.",altyapı
"Kaldırım kenarlarında su tahliye olukları tıkanmış, temizlik yapılmalı.",altyapı
"Yer altı çöp konteyner sistemi eksik, çöpler birikiyor.",altyapı
"Elektrik direkleri yenilenmeli, çoğu paslanmış ve hasarlı.",altyapı
"Rögar kapakları düzgün oturmuyor, araçlar için ciddi tehlike oluşturuyor.",altyapı
"Yeni yapılan parke taşları kısa sürede yerinden oynadı.",altyapı
"Mahallemizde kanalizasyon hattından sık sık kötü kokular geliyor.",altyapı
"Cadde üzerinde yağmur suyu mazgalları eksik, su birikintileri oluşuyor.",altyapı
"Mahallede altyapı çalışmaları tamamlanmadı, yollar kazılı şekilde bırakıldı.",altyapı
"Elektrik kesintileri çok sık yaşanıyor, bakım yapılması gerekiyor.",altyapı
"Parke taşları arasında otlar çıkmış, görüntü ve yürüme açısından rahatsız edici.",altyapı
"Su boruları sık sık patlıyor, mahallede her hafta su kesiliyor.",altyapı
"Mahallemizin doğalgaz altyapısı hâlâ yok, yıllardır bekleniyor.",altyapı
"Alt yapı çalışmaları sonrası kaldırımlar yeniden yapılmadı, yürümek zor.",altyapı
"Telefon kabloları yerlerde sürünüyor, birine zarar verebilir.",altyapı
"Mahalledeki elektrik trafosu çok eski, sürekli arızalanıyor.",altyapı
"Cadde ortasında kanalizasyon kapağı çökmüş durumda.",altyapı
"Yeni yapılan binaların altyapısı eski sisteme entegre edilmediği için taşmalar oluyor.",altyapı
"Yağmur sonrası ana yol üzerinde su taşkını yaşanıyor.",altyapı
"Kaldırım bordür taşları çıkmış, yürüyüş yapanlar takılıyor.",altyapı
"Şehir merkezinde bazı bölgelerde altyapı eksikliği nedeniyle internet çekmiyor.",altyapı
"Logar kapaklarının bir kısmı çalınmış, açık halde tehlike saçıyor.",altyapı
"Rögarlar sivrisinek üretiyor, ilaçlama yapılmalı.",altyapı
"İnşaat sonrası altyapı çalışmaları tamamlanmadan terk edilmiş.",altyapı
"Eski binaların bulunduğu sokaklarda altyapı çöküyor, acil yenileme gerek.",altyapı
"Mahallemize doğalgaz hattı çekilmesi talep ediliyor.",altyapı
"Elektrik telleri çok alçakta, büyük araçlara takılma riski var.",altyapı
"Rögarların üstü asfaltla kapatılmış, taşkınlara sebep oluyor.",altyapı
"Caddelerdeki yağmur suyu tahliye sistemleri yeterli değil.",altyapı
"Bazı sokaklarda kaldırım hiç yok, çocuklar yolda yürümek zorunda kalıyor.",altyapı
"Doğalgaz hattı çekildi ancak bağlantılar hâlâ yapılmadı.",altyapı
"Elektrik trafosu çevresinde güvenlik önlemi yok, çocuklar oyun oynuyor.",altyapı
"Yeni asfalt dökülen yollar birkaç ay içinde bozuluyor.",altyapı
"Mahallemizin altyapı haritası çıkarılmalı, düzenli bakım planlanmalı.",altyapı
"Yer altı su hatlarında sürekli kaçak var, asfalt çöküyor.",altyapı
"Mahallede internet altyapısı çok eski, hızlar çok düşük.",altyapı
"Doğalgaz altyapısı yapılırken yollar tamamen bozulmuş.",altyapı
"Elektrik hatları çok eski, sık sık voltaj düşüklüğü oluyor.",altyapı
"Sokakta açıkta kablo bırakılmış, kazaya neden olabilir.",altyapı
"Su birikintileri sivrisinek üretiyor, drenaj yapılmalı.",altyapı
"Kaldırımlar çöküyor, taşlar yerinden oynuyor.",altyapı
"Yağmur sonrası çamur içinde kalan sokaklarımız var.",altyapı
"Şehirdeki bazı sokaklar hâlâ stabilize, asfaltlama bekleniyor.",altyapı
"Mahallemizde hâlâ fosseptik sistemi kullanılıyor, kanalizasyon yok.",altyapı
"Elektrik kesintileri nedeniyle ev aletleri zarar görüyor.",altyapı
"Parke taşlarının arasındaki boşluklara yabani otlar çıkıyor.",altyapı
"Su boruları yüzeyde ve açıkta bırakılmış.",altyapı
"Mahallede drenaj hattı yetersiz, sokaklar göl oluyor.",altyapı
"Yağmur suyu drenaj kapakları eksik, kazalara neden oluyor.",altyapı
"Kaldırım seviyeleri dengesiz, yaşlılar için yürümek zor.",altyapı
"Doğalgaz hattı çalışmaları gece saatlerinde yapılıyor, gürültü oluyor.",altyapı
"Mahalle girişine trafo yapılması talep ediliyor.",altyapı
"Elektrik direkleri yol ortasında bırakılmış, sürüş güvenliği yok.",altyapı
"Bazı sokak lambaları sürekli çalışmıyor, onarımı yapılmalı.",altyapı
"Mahallemizde altyapı çalışmaları çok yavaş ilerliyor.",altyapı
"Yağmur sonrası bodrum katlarımızı su basıyor.",altyapı
"Elektrik trafosu aşırı ısınıyor, yangın riski oluşturuyor.",altyapı
"Logar kapakları kaygan, düşmelere neden oluyor.",altyapı
"Kaldırımlar eğimli değil, su birikintisi oluşuyor.",altyapı
"Mahallemizde su saatleri dışarıda, don olaylarında patlıyor.",altyapı
"Yolda derin çukurlar oluşmuş, altyapıdan kaynaklı.",altyapı
"Su basıncı çok düşük, üst katlara su çıkmıyor.",altyapı
"Telefon direkleri çürümüş, devrilme riski var.",altyapı
"Yağmurlarda yollarda çökmeler oluyor.",altyapı
"İnşaat alanlarındaki altyapı çalışmaları düzgün yapılmıyor.",altyapı
"Mahallemizin sokak lambalarının kabloları açıkta.",altyapı
"Logar kapakları sık sık yerinden çıkıyor.",altyapı
"Yeni asfalt dökülen yollar eğimsiz, su birikiyor.",altyapı
"Elektrik direkleri arasında bağlantı telleri sarkıyor.",altyapı
"Mahallede kanalizasyon sistemi sürekli tıkanıyor.",altyapı
"Kaldırımlar düzgün yapılmadığı için engelliler zorlanıyor.",altyapı
"Yağmur suyu giderleri asfalt altında kalmış, açılmalı.",altyapı
"Ana su borusu patladı, tüm mahallede su kesintisi var.",altyapı
"Çökme olan kaldırımlar hemen onarılmalı.",altyapı
"Eski telefon direkleri değiştirilmeli.",altyapı
"Mahallemize doğalgaz kutusu takılmalı.",altyapı
"Sokak lambaları yanmıyor",altyapı
"Telefon direğinde kablolar sarkıyor",altyapı
"Doğalgaz borularında kaçak şüphesi",altyapı
"Yangın hidrantı çalışmıyor",altyapı
"Kanalizasyon kapağı kırık",altyapı
"İnternet altyapısı yok",altyapı
"Elektrik direği tehlike saçıyor",altyapı
"Su şebekesi eski",altyapı
"Mahalle içi aydınlatma hatası var",altyapı
"Metro durağındaki turnikeler bozuk",altyapı
"Elektrik trafosu tehlike saçıyor",altyapı
"Fiber internet kablosu kopmuş",altyapı
"Telefon hattı sürekli kopuyor",altyapı
"Su borusu tıkanıklığı oluşmuş",altyapı
"Müzik hoparlör altyapısı eksik",altyapı
"Şarj istasyonu sayısı yetersiz",altyapı
"Trafik ışıkları arızalı",altyapı
"Toplu taşıma durağında elektronik tabela çalışmıyor",altyapı
"Elektrik kesintileri çok sık yaşanıyor",altyapı
"Şehir içi fiber optik kablolar yetersiz",altyapı
"Sensörlü aydınlatma çalışmıyor",altyapı
"Okul önünde güvenlik kamerası altyapısı yok",altyapı
"Semt pazarı alanında elektrik prizleri eksik",altyapı
"Atık su arıtma tesisi kapasitesi yetersiz",altyapı
"Trafikte akıllı sinyalizasyon sistemi çalışmıyor",altyapı
"Kütüphane binasında fiber internet bağlantısı yok",altyapı
"Yağışlı havalarda caddelerde su birikintisi oluşuyor",altyapı
"Çocuk parkındaki hareket sensörlü lambalar arızalı",altyapı
"Belediye hizmet binasında jeneratör altyapısı eksik",altyapı
"Kentin doğu kesiminde doğalgaz şebekesi bulunmuyor",altyapı
"Sağlık ocağında dijital kayıt sistemi altyapısı yetersiz",altyapı
"Şehir merkezinde elektrik şebekesi aşırı yüklü",altyapı
"Bisiklet yollarında gece aydınlatması eksik",altyapı
"Engelli vatandaşlar için titreşimli yaya yolu uyarı sistemi yok",altyapı
"Ana kavşaklarda yeraltı geçidi bulunmuyor",altyapı
"Belediye otobüslerinde wifi altyapısı eksik",altyapı
"İlçe merkezinde acil çağrı sistemleri yetersiz",altyapı
"Kanalizasyon hatlarında sık sık tıkanma yaşanıyor",altyapı
"Toplu konutlarda merkezi ısıtma sistemi arızalı",altyapı
"Pazar yerindeki güneş enerjili aydınlatma bozuk",altyapı
"İmar planında olmasına rağmen spor kompleksi altyapısı kurulmadı",altyapı
"Kültür merkezinde ses sistemi altyapısı eksik",altyapı
"Ana cadde üzerindeki tabelaların elektrik bağlantıları kopuk",altyapı
"Toplu taşıma araçları için gps takip sistemi kurulmamış",altyapı
"Yaya bölgelerinde şarj istasyonu bulunmuyor",altyapı
"İnşaat sahalarında geçici trafik sinyalizasyonu yok",altyapı
"Belediye hizmetlerine online erişim için altyapı yetersiz",altyapı
"Tarihi çarşıda elektrik kabloları dışarıda",altyapı
"Okul servisleri için güvenli durakların altyapısı eksik",altyapı
"Şehir girişindeki bilgilendirme ekranları arızalı",altyapı
"Kanalizasyon boruları 50 yıllık ve çatlak",altyapı
"Toplu konut alanlarında fiber optik altyapı yok",altyapı
"Ana caddedeki akıllı otopark sistemi çalışmıyor",altyapı
"Şehirlerarası otogarda yolcu bilgi sistemi arızalı",altyapı
"Parklarda kablosuz internet erişimi sağlanamıyor",altyapı
"Belediye binasındaki asansör teknik altyapıya uygun değil",altyapı
"Semt sahasında gece aydınlatma direkleri yetersiz",altyapı
"Yeni yapılan kavşakta trafik sensörleri eksik",altyapı
"Çocuk oyun parkındaki güvenlik kameraları çalışmıyor",altyapı
"Kırsal alanlarda cep telefonu şebekesi zayıf",altyapı
"Ana arterlerde bisiklet yolu altyapısı eksik",altyapı
"Tren istasyonunda dijital bilet gişeleri bozuk",altyapı
"Kamu binalarında güneş enerjisi sistemi kurulmamış",altyapı
"Ana ulaşım koridorlarında yüksek hızlı internet yok",altyapı
"Belediye çadırları için elektrik altyapısı sağlanmadı",altyapı
"Ana kavşakta yeraltı yaya geçidi yapımı ertelendi",altyapı
"İlçe stadyumunda ses sistemi altyapısı yetersiz",altyapı
"Kültür parkındaki interaktif bilgi ekranları arızalı",altyapı
"Toplu taşıma duraklarına elektrik bağlantısı yapılmadı",altyapı
"Engelli tuvaletlerinde alarm sistemi kurulmamış",altyapı
"Şehir içi otobüsler için şarj istasyonu eksik",altyapı
"Ana caddelerdeki reklam panoları için elektrik yok",altyapı
"Pazar yerindeki soğutma sistemleri teknik altyapıya uygun değil",altyapı
"Kreş binasında yangın merdiveni altyapısı eksik",altyapı
"Okul bahçesindeki meteoroloji istasyonu altyapısı yetersiz",altyapı
"Toplu konutlarda merkezi internet altyapısı yetersiz",altyapı
"Ana cadde üzerindeki dijital saatler çalışmıyor",altyapı
"Gece güvenliği için aydınlatma direkleri yetersiz",altyapı
"İlçe kütüphanesinde online erişim altyapısı eksik",altyapı
"Cadde üzerindeki trafik ışıkları arızalı",altyapı
"Otobüs seferleri çok seyrek, sabah işe yetişemiyoruz.",ulaşım
"Durakta üstü kapalı bekleme alanı yok, yağmurda ıslanıyoruz.",ulaşım
"Yaya geçidi çizgileri silinmiş, gece görünmüyor.",ulaşım
"Toplu taşıma araçları çoğunlukla kalabalık ve konforsuz.",ulaşım
"Bisiklet yolları yetersiz ve çoğu yerde yok.",ulaşım
"Ana caddedeki asansörlü yaya üst geçidi arızalı",ulaşım
"Park yeri bulmak çok zor, sürekli park yeri sıkıntısı yaşıyoruz.",ulaşım
"Tramvay sefer saatleri çok az, bekleme süresi uzun.",ulaşım
"Taksi durakları yeterince düzenli değil, müşteri beklerken sorun yaşıyor.",ulaşım
"Metrobüs duraklarında bilgi panosu yok, nerede olduğunu anlamıyoruz.",ulaşım
"Toplu taşıma araçlarının engelli erişimi yeterli değil.",ulaşım
"Otobüs güzergahlarında değişiklik yapılmadan duyuru yapılmadı.",ulaşım
"Yol çalışmaları sırasında alternatif güzergah gösterilmedi.",ulaşım
"Yeni yol yapımı sırasında trafik yoğunluğu artıyor.",ulaşım
"Yaya yolları engelliler için uygun değil.",ulaşım
"Otobüs duraklarında yeterince oturma alanı yok.",ulaşım
"Toplu taşıma araçlarının saatleri uygulamaya uygun değil.",ulaşım
"Yol kenarlarına park eden araçlar trafik akışını engelliyor.",ulaşım
"Metro girişlerinde yürüyen merdivenler bozuk.",ulaşım
"Tren istasyonlarında güvenlik önlemleri yetersiz.",ulaşım
"Yol levhaları eksik veya yanlış yerleştirilmiş.",ulaşım
"Toplu taşıma ücretleri çok yüksek.",ulaşım
"Bisiklet park yerleri yetersiz ve kötü durumda.",ulaşım
"Yaya kaldırımları araçlar tarafından işgal ediliyor.",ulaşım
"Okul servisleri için yeterli düzenleme yapılmamış.",ulaşım
"Otobüs saatlerinde gecikmeler yaşanıyor.",ulaşım
"Toplu taşıma araçlarında klima çalışmıyor.",ulaşım
"Yol yapım çalışmaları gecikiyor, ulaşım aksıyor.",ulaşım
"Metrobüs hatlarında yoğunluk çok fazla.",ulaşım
"Engelli rampaları kullanılamaz durumda.",ulaşım
"Yollar üzerinde fazla sayıda trafik kazası yaşanıyor.",ulaşım
"Trafik sıkışıklığı azaltılmalı, alternatif yollar açılmalı.",ulaşım
"Yol kenarında aydınlatma yetersiz, gece tehlikeli.",ulaşım
"Toplu taşıma duraklarında güvenlik kameraları yok.",ulaşım
"Yol kenarında yaya geçitleri yeterli değil.",ulaşım
"Taksi ücret tarifesi net değil, sürücüler farklı fiyat talep ediyor.",ulaşım
"Metro hatları bakım nedeniyle uzun süre kapalı kalıyor.",ulaşım
"Toplu taşıma araçlarında hijyen çok kötü.",ulaşım
"Yolların kaldırım ve yol seviyeleri arasında çok fazla fark var.",ulaşım
"Yaya yolları üzerinde engel oluşturan ağaç dalları var.",ulaşım
"Bisiklet yolları araç park yeri olarak kullanılıyor.",ulaşım
"Yol üzerindeki tabelalar çok küçük ve okunamıyor.",ulaşım
"Toplu taşıma araçlarında bilet basım makineleri çalışmıyor.",ulaşım
"Yol bakım çalışmaları esnasında alternatif yol gösterilmiyor.",ulaşım
"Metro istasyonlarında asansörler sürekli bozuk.",ulaşım
"Yaya geçitleri çoğu yerde kaldırılmış, geçiş zorlaşıyor.",ulaşım
"Otobüs duraklarında aydınlatma yok.",ulaşım
"Trafik levhaları çok sayıda kaybolmuş veya hasar görmüş.",ulaşım
"Yollardaki sinyalizasyon sistemi güncellenmeli.",ulaşım
"Toplu taşıma güzergahları daha verimli düzenlenmeli.",ulaşım
"Yol kenarında sürekli park eden araçlar trafiği engelliyor.",ulaşım
"Okul servisleri için güvenlik önlemleri artırılmalı.",ulaşım
"Toplu taşıma hatlarında engelli erişimi sorunları devam ediyor.",ulaşım
"Bisiklet yollarının bazı bölümleri bakımsız ve tehlikeli.",ulaşım
"Yol kenarı kaldırımları engelli vatandaşlar için uygun değil.",ulaşım
"Otobüslerde sık sık arızalar oluyor, servis kesiliyor.",ulaşım
"Yayalar için daha fazla geçiş noktası açılmalı.",ulaşım
"Yol kenarında trafik yoğunluğu nedeniyle sık sık kazalar oluyor.",ulaşım
"Toplu taşıma sefer saatleri gece yarısından sonra yok.",ulaşım
"Metro girişlerinde engelli rampaları yetersiz.",ulaşım
"Yol üzerindeki sinyal lambaları çok uzun süre yanıyor.",ulaşım
"Bisiklet sürücüleri için güvenlik önlemleri artırılmalı.",ulaşım
"Toplu taşıma duraklarında oturma alanları eksik.",ulaşım
"Yaya kaldırımları çok dar, yürümek zorlaşıyor.",ulaşım
"Otobüs güzergahlarında yol çalışmaları duyurulmadan başladı.",ulaşım
"Toplu taşıma araçlarının temizliği daha sık yapılmalı.",ulaşım
"Yolların bazı bölgelerinde aydınlatma yok, gece çok karanlık.",ulaşım
"Yaya yolları araçlar tarafından işgal ediliyor.",ulaşım
"Otobüs ve tramvaylar sık sık çarpışma tehlikesi yaşanıyor.",ulaşım
"Metro hatları zamanında işletilmiyor.",ulaşım
"Toplu taşıma bilet ücretleri adil değil.",ulaşım
"Yol kenarında otopark yetersizliği ciddi sorun oluşturuyor.",ulaşım
"Engelli vatandaşlar için toplu taşıma erişimi iyileştirilmeli.",ulaşım
"Yol bakım çalışmaları sırasında güvenlik önlemleri artırılmalı.",ulaşım
"Yol kenarındaki ağaçlar yaya geçişini engelliyor.",ulaşım
"Toplu taşıma duraklarına engelli rampası yapılmalı.",ulaşım
"Metro istasyonlarında kayıp eşya ve güvenlik sorunları var.",ulaşım
"Yolların kaldırım ve asfalt seviyeleri uyumsuz.",ulaşım
"Toplu taşıma araçlarında bilet kontrolü daha sık yapılmalı.",ulaşım
"Otobüslerin güzergah saatleri sabah yoğunluğa göre düzenlenmeli.",ulaşım
"Bisiklet yollarında aydınlatma yok.",ulaşım
"Toplu taşıma araçlarında klima yetersiz çalışıyor.",ulaşım
"Yaya kaldırımlarına engel olacak şekilde araçlar park ediyor.",ulaşım
"Metro ve tramvay seferleri arasında koordinasyon sağlanmalı.",ulaşım
"Yol kenarında kaldırımlar sürekli olarak araçlar tarafından işgal ediliyor.",ulaşım
"Toplu taşıma güzergahlarında işaretler daha görünür olmalı.",ulaşım
"Yayalar için trafik güvenliği artırılmalı.",ulaşım
"Otobüs duraklarında bilgi panosu eksik.",ulaşım
"Metro istasyonundaki engelli rampaları standartlara uygun değil.",ulaşım
"Ana caddelerde bisiklet yolu yetersiz.",ulaşım
"Akşam 22:00 sonrası otobüs sefer sayısı çok az.",ulaşım
"Otobüslerde durak anons sistemi 3 aydır çalışmıyor.",ulaşım
"Şehir haritası uygulamasında 15 Temmuz durağı yanlış gösteriliyor.",ulaşım
"Hastane önünde engelli vatandaşlar için ayrılmış otopark alanı yok.",ulaşım
"Gece 00:00 sonrası hiç toplu taşıma seferi bulunmuyor.",ulaşım
"Otobüslerde klima çalışmıyor, yazın içerisi fırın gibi oluyor.",ulaşım
"Engelli vatandaşlar için ayrılmış koltuklar sürekli işgal ediliyor.",ulaşım
"Otobüs duraklarındaki çatılar yetersiz, yağmurda ıslanıyoruz.",ulaşım
"Pazar günleri otobüs sefer sıklığı çok düşük, 45 dakika bekliyoruz.",ulaşım
"Minibüs şoförleri aşırı hızlı araç kullanıyor, güvenlik riski var.",ulaşım
"Otobüslerde yangın söndürme tüpü bulunmuyor, güvenlik eksik.",ulaşım
"Ana bulvarda bisiklet yolu yok, bisikletliler trafikte risk alıyor.",ulaşım
"Otobüs koltuklarının çoğu yırtık ve rahatsız.",ulaşım
"Havalimanı servisleri saat başı değil, seferler yetersiz.",ulaşım
"Okul önlerinde sabah servis araçları için ayrılmış alan yok.",ulaşım
"Şehir içi dolmuş fiyatları habersiz zamlanıyor.",ulaşım
"Otobüs duraklarındaki dijital saatlerin çoğu bozuk veya yanlış zaman gösteriyor.",ulaşım
"Belediye otobüslerinde yolculara saygısız davranan şoförler var.",ulaşım
"Otobüslerde engelli rampaları kullanılmıyor veya bozuk.",ulaşım
"Şehir merkezindeki otoparklar yetersiz, araçlar yollara park ediyor.",ulaşım
"Otobüslerdeki tutamaklar kırık, yolcular düşme tehlikesi yaşıyor.",ulaşım
"Okul çevrelerinde trafik lambası yok, öğrenci geçişleri riskli.",ulaşım
"Taksi şoförleri kısa mesafelere gitmek istemiyor.",ulaşım
"Ana caddelerdeki yaya kaldırımları işgal edilmiş, yürümek zor.",ulaşım
"Şehir içi ulaşım ücretleri diğer illere göre çok yüksek.",ulaşım
"Taksi duraklarında sıra bekleyen müşterilere su vb. ikram yok.",ulaşım
"Ana caddelerdeki yaya geçitlerine araçlar hızla yaklaşıyor.",ulaşım
"Belediye otobüsleri arıza yaptığında yedek araç gönderilmiyor.",ulaşım
"Engelli vatandaşlar için ayrılmış otobüs koltukları işaretlenmemiş.",ulaşım
"Otobüs duraklarındaki banklar demir ve çok soğuk, oturulamıyor.",ulaşım
"Şehir merkezindeki tüm trafik ışıkları senkronize değil.",ulaşım
"Bisiklet yolları ana caddelerle kesiştiğinde trafik levhası yok.",ulaşım
"Okul servis araçlarında emniyet kemeri bulunmuyor.",ulaşım
"Otobüslerde yolcular arasında tartışma çıkınca şoför müdahale etmiyor.",ulaşım
"Belediye ulaşım uygulaması sık çöküyor, gerçek zamanlı bilgi alınamıyor.",ulaşım
"Taksi şoförleri yolcuları dolandırmak için uzun yollar kullanıyor.",ulaşım
"İş çıkışı saatlerinde metrobüs duraklarında izdiham yaşanıyor.",ulaşım
"Ana caddelerdeki otobüs şeritlerine özel araçlar park ediyor.",ulaşım
"Otobüs şoförleri kırmızı ışıkta cep telefonu kullanıyor.",ulaşım
"Şehir merkezindeki tüm kaldırımlar araç park alanına dönmüş.",ulaşım
"Okul önlerinde trafik polisi eksik, öğrenci geçişleri kontrolsüz.",ulaşım
"Otobüslerdeki tutunma halkaları çok yüksek, kısa boylular yetişemiyor.",ulaşım
"Belediye ulaşım şikayet hattına ulaşılamıyor.",ulaşım
"Ana otogardaki bagaj kontrol sistemi yok, güvenlik eksik.",ulaşım
"Otobüs duraklarındaki çatılar delik, yağmurda içeri su sızıyor.",ulaşım
"Minibüslerde yolcu sayısı sınırı aşılıyor, ayakta yolculuk yapılıyor.",ulaşım
"Şehir içi ulaşımda öğrenci indirimi diğer illere göre çok düşük.",ulaşım
"Otobüslerdeki koltuk araları temizlenmiyor, toz ve kir birikmiş.",ulaşım
"Hastane önünde ambulans için ayrılmış alan işgal ediliyor.",ulaşım
"Otobüs şoförleri durakları atlıyor, el kaldırmamıza rağmen durmuyor.",ulaşım
"Şehir merkezindeki kavşaklarda sol şerit sürekli tıkalı.",ulaşım
"Otobüslerdeki güvenlik kameraları sadece şoför kabininde.",ulaşım
"İş merkezi önünde taksi durağı yok, yol ortasında binmek zorunda kalıyoruz.",ulaşım
"Belediye ulaşım planında yeni mahallelere sefer eklenmemiş.",ulaşım
"Taksi şoförleri şehir dışı yolculara fahiş fiyat söylüyor.",ulaşım
"Ana otogardaki bekleme salonunda priz yok, cihaz şarj edilemiyor.",ulaşım
"Şehir içi ulaşım kartına para yüklemek için sadece 3 nokta var.",ulaşım
"Trafikte polis ekipleri sadece ana caddelerde, ara sokaklar kontrolsüz.",ulaşım
"Ana caddelerdeki otobüs şeritleri yetersiz genişlikte.",ulaşım
"Belediye otobüslerinde yolcular arasında sigara içilmesine müdahale edilmiyor.",ulaşım
"Engelli vatandaşlar için özel ulaşım aracı sadece merkezde hizmet veriyor.",ulaşım
"Otobüs şoförleri sık sık ani fren yapıyor, düşme tehlikesi yaşanıyor.",ulaşım
"Şehir merkezindeki kaldırımlar genişletilirken bisiklet yolu unutulmuş.",ulaşım
"Bisiklet kiralama ücretleri çok yüksek, saatlik 15 TL talep ediliyor.",ulaşım
"Okul önlerindeki yaya geçitlerinde hız kesici kasis yok.",ulaşım
"Otobüslerdeki ekranlarda reklam dönüyor, hat bilgisi gösterilmiyor.",ulaşım
"Ana otogardaki tuvaletler ücretli ve ücreti çok yüksek.",ulaşım
"Minibüslerde klima yok, yazın içerisi nefes alınamaz halde.",ulaşım
"Otobüslerdeki yangın tüpü tarihi geçmiş, kontrol edilmemiş.",ulaşım
"Otobüs şoförleri yolculara bağırıyor, saygısız davranıyor.",ulaşım
"Minibüs şoförleri sık sık kavga ediyor, müşteriler tedirgin.",ulaşım
"Belediye ulaşım uygulaması İngilizce dil seçeneği sunmuyor.",ulaşım
"Ana caddelerdeki otobüs şeritleri özel araçlar tarafından işgal ediliyor.",ulaşım
"Belediye otobüslerinde kaybolan eşya için etkili sistem yok.",ulaşım
"Parkta aydınlatma yetersiz, gece yürüyüşü tehlikeli oluyor.","park bahçe"
"Çocuk oyun parkındaki kaydırak kırık ve kullanılamaz durumda.","park bahçe"
"Salıncakların zincirleri paslanmış, güvenlik riski oluşturuyor.","park bahçe"
"Çim alanlar düzenli sulanmıyor, sararmış durumda.","park bahçe"
"Park girişindeki bilgilendirme tabelası düşmüş.","park bahçe"
"Bankların çoğu kırık veya eksik.","park bahçe"
"Koşu yolu taşları yerinden çıkmış, düşme tehlikesi var.","park bahçe"
"Spor aletlerinin çoğu bozuk durumda.","park bahçe"
"Çöp kutuları yetersiz ve sürekli taşıyor.","park bahçe"
"Ağaçlar budanmamış, dallar yola sarkıyor.","park bahçe"
"Oyun alanı zemini çok sert, düşen çocuklar yaralanıyor.","park bahçe"
"Parkta gölgelik alan yok, yazın oturacak yer bulunmuyor.","park bahçe"
"Kedi ve köpekler için su kabı yok.","park bahçe"
"Çimler biçilmemiş, otlar çok uzamış.","park bahçe"
"Oturma alanlarında gölgelik bulunmuyor.","park bahçe"
"Çocuk oyun alanında güvenlik filesi eksik.","park bahçe"
"Parkta sinek sorunu var, ilaçlama yapılmamış.","park bahçe"
"Çiçek tarhları bakımsız, yabani otlar bürümüş.","park bahçe"
"Güvenlik kamerası yok, hırsızlık olayları artıyor.","park bahçe"
"Parktaki çeşme çalışmıyor, su akmıyor.","park bahçe"
"Yürüyüş yolları gece karanlık, aydınlatma yetersiz.","park bahçe"
"Basketbol sahasının filesi yırtılmış.","park bahçe"
"Parkta yönlendirme tabelaları eksik.","park bahçe"
"Engelli rampası yok, tekerlekli sandalye giremiyor.","park bahçe"
"Oturma alanlarında masa bulunmuyor.","park bahçe"
"Spor alanı aydınlatması çalışmıyor.","park bahçe"
"Kum havuzu çok kirli, temizlenmiyor.","park bahçe"
"Çocuk oyun alanı çok küçük, yetersiz.","park bahçe"
"Park çevresi çitle çevrili değil.","park bahçe"
